	CCMD34381688ST-21-0_erectale.tsv	G78505_erectale.tsv	G88884_erectale.tsv	G88970_erectale.tsv	G89027_erectale.tsv	H2M514903_erectale.tsv	HD-1_erectale.tsv	T2D-063_erectale.tsv	T2D-105_erectale.tsv
UniRef90_A0A174P943	1	0	1	1	0	0	0	0	0
UniRef90_A0A174P9Y3	1	0	0	0	0	0	0	0	0
UniRef90_A0A174PA74	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PAI9	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PD45	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PDG4	1	0	0	0	0	0	0	0	0
UniRef90_A0A174PDW8	0	0	0	0	0	0	1	0	0
UniRef90_A0A174PEI1	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PEP1	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PF63	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PFV2	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PFY8	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PG69	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PHE1	0	0	1	1	0	0	0	0	0
UniRef90_A0A174PHQ2	1	0	0	0	1	0	0	0	0
UniRef90_A0A174PI18	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PJG3	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PJW6	0	0	1	1	0	0	0	0	0
UniRef90_A0A174PLS3	1	0	0	0	0	0	1	0	0
UniRef90_A0A174PMB0	1	0	0	0	1	0	1	0	0
UniRef90_A0A174PN05	1	0	0	0	0	0	1	0	0
UniRef90_A0A174PNM6	1	1	0	0	1	0	1	0	0
UniRef90_A0A174PNP8	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PPB2	1	0	0	0	1	0	1	0	0
UniRef90_A0A174PQY2	1	1	1	1	1	1	1	1	1
UniRef90_A0A174PR40	1	0	0	0	0	0	1	0	0
UniRef90_A0A174PTA1	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PTP8	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PU01	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PU41	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PU43	0	0	1	1	0	0	0	0	0
UniRef90_A0A174PU76	0	0	1	1	0	0	0	0	0
UniRef90_A0A174PUB2	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PUG2	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PUS4	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PUW2	0	0	1	1	0	0	0	0	0
UniRef90_A0A174PV31	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PV93	0	0	0	1	0	0	0	0	0
UniRef90_A0A174PV96	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PVT9	1	1	1	1	1	1	1	1	1
UniRef90_A0A174PWT3	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PWV3	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PYN4	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PZC7	0	0	1	1	0	0	0	0	0
UniRef90_A0A174PZG7	0	0	1	1	0	0	0	0	0
UniRef90_A0A174PZN7	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PZS6	1	0	1	1	0	0	0	0	0
UniRef90_A0A174PZX0	1	0	1	1	0	0	0	0	0
UniRef90_A0A174Q088	1	0	1	1	0	0	0	0	0
UniRef90_A0A174Q0U3	1	0	1	1	0	0	0	0	0
UniRef90_A0A174Q0V3	1	1	1	1	1	0	1	1	0
UniRef90_A0A174Q154	1	0	1	1	0	0	0	0	0
UniRef90_A0A174Q221	0	0	1	1	0	0	0	0	0
UniRef90_A0A174Q2C8	0	0	1	1	0	0	0	0	0
UniRef90_A0A174Q2I8	1	0	1	1	0	0	0	0	0
UniRef90_A0A174Q4J8	1	0	1	0	1	0	1	0	0
UniRef90_A0A174QC28	0	0	1	1	0	1	1	1	1
UniRef90_A0A174QCE9	1	0	1	1	0	1	1	0	1
UniRef90_A0A174QJQ5	1	1	1	1	1	0	0	0	0
UniRef90_A0A174QPH4	0	0	0	0	0	0	0	1	0
UniRef90_A0A174QRZ0	1	1	1	1	1	1	1	1	1
UniRef90_A0A174QS67	0	0	0	0	0	0	0	1	0
UniRef90_A0A174QUE0	1	0	1	1	1	1	1	1	0
UniRef90_A0A174R0P2	1	0	1	1	1	1	1	1	0
UniRef90_A0A174R8F5	1	1	1	1	1	1	1	1	1
UniRef90_A0A174RD57	1	0	0	1	1	1	1	1	0
UniRef90_A0A174RDH8	1	1	1	1	1	1	1	1	1
UniRef90_A0A174RDT7	1	1	1	1	1	1	1	0	1
UniRef90_A0A174RQM3	1	0	1	1	1	0	1	1	0
UniRef90_A0A174RQN6	1	0	1	1	1	0	1	0	0
UniRef90_A0A174RRT4	0	1	0	1	1	1	1	1	1
UniRef90_A0A174RVE7	1	0	1	1	0	0	1	0	0
UniRef90_A0A174RYU9	0	1	0	1	1	1	1	1	1
UniRef90_A0A174RZF8	0	1	1	1	1	0	1	0	0
UniRef90_A0A174S012	1	0	1	1	1	0	0	0	0
UniRef90_A0A174S127	0	0	0	1	0	0	0	0	0
UniRef90_A0A174S248	1	1	1	1	1	1	1	1	1
UniRef90_A0A174S2R0	1	1	1	1	0	1	0	1	0
UniRef90_A0A174S439	0	0	1	1	0	0	0	0	0
UniRef90_A0A174S6X8	1	0	1	1	1	1	0	1	0
UniRef90_A0A174S739	1	0	1	1	1	0	0	1	0
UniRef90_A0A174S7Z5	1	0	0	1	0	0	0	0	0
UniRef90_A0A174S9B9	0	0	0	0	1	0	0	1	0
UniRef90_A0A174S9J7	0	1	1	1	0	0	0	1	0
UniRef90_A0A174SEG5	1	0	1	1	1	1	1	1	0
UniRef90_A0A174SF86	1	0	1	1	1	1	1	1	0
UniRef90_A0A174SGN2	1	1	1	1	1	1	1	0	1
UniRef90_A0A174SPG0	0	0	1	1	1	0	1	0	0
UniRef90_A0A174SUA3	1	1	1	1	1	1	1	1	1
UniRef90_A0A174T0Y2	0	0	1	1	0	0	1	0	0
UniRef90_A0A174T6U2	0	0	0	0	0	1	1	1	0
UniRef90_A0A174T7I9	1	1	1	1	1	1	1	1	0
UniRef90_A0A174TAZ0	1	0	1	0	1	1	0	0	1
UniRef90_A0A174TCE2	1	0	1	1	1	0	0	0	0
UniRef90_A0A174TP72	1	1	1	1	1	0	1	0	0
UniRef90_A0A174TQZ1	1	1	1	1	1	1	1	1	1
UniRef90_A0A174TSL2	1	1	1	1	1	1	1	1	1
UniRef90_A0A174UML5	1	1	1	1	1	1	1	1	1
UniRef90_A0A174UX47	0	1	1	0	1	0	0	0	0
UniRef90_A0A174V6C1	0	0	1	1	0	0	0	0	0
UniRef90_A0A174V6C2	0	0	0	1	0	0	0	0	0
UniRef90_A0A174V6C6	0	0	1	1	1	1	0	0	0
UniRef90_A0A174VDA7	1	1	1	1	1	1	1	1	1
UniRef90_A0A174VVP2	1	0	1	1	1	1	1	1	1
UniRef90_A0A174W4H9	0	1	1	0	1	0	0	0	0
UniRef90_A0A174W4Z4	1	1	1	1	1	1	1	0	0
UniRef90_A0A174WC91	1	0	1	0	1	0	0	0	1
UniRef90_A0A174WE38	1	0	1	1	1	0	0	0	0
UniRef90_A0A174WH47	0	0	1	1	1	1	1	0	0
UniRef90_A0A174WSB3	1	0	1	0	0	0	0	0	0
UniRef90_A0A174X5U3	1	0	1	0	1	0	0	1	1
UniRef90_A0A174X7K3	1	1	1	0	1	1	1	1	1
UniRef90_A0A174XDR4	1	0	1	0	1	0	0	1	1
UniRef90_A0A174XIH2	1	1	1	0	1	0	1	1	1
UniRef90_A0A174XK07	1	1	1	1	1	1	1	1	1
UniRef90_A0A174XK61	1	1	1	1	1	1	1	1	1
UniRef90_A0A174XP36	1	1	1	1	0	1	1	0	0
UniRef90_A0A174XPT9	1	0	1	1	0	0	0	0	0
UniRef90_A0A174XTT1	1	1	1	0	0	1	0	0	1
UniRef90_A0A174XUX8	1	1	1	1	1	1	1	0	1
UniRef90_A0A174XWE9	1	1	1	1	1	1	1	0	0
UniRef90_A0A174XXC5	1	0	1	1	1	0	0	0	0
UniRef90_A0A174XXV9	1	0	1	1	0	0	0	0	0
UniRef90_A0A174XZ57	1	1	1	1	1	0	1	0	1
UniRef90_A0A174XZ79	1	0	0	0	0	0	0	0	0
UniRef90_A0A174Y069	0	0	1	0	1	0	0	0	0
UniRef90_A0A174Y262	0	0	0	1	1	0	1	1	1
UniRef90_A0A174Y4H9	0	1	1	1	1	0	0	0	0
UniRef90_A0A174Y621	1	0	1	1	1	0	0	0	0
UniRef90_A0A174Y687	0	0	1	1	0	0	1	0	0
UniRef90_A0A174Y6L7	0	0	0	0	0	0	0	0	1
UniRef90_A0A174YMN2	0	0	1	1	1	0	1	0	0
UniRef90_A0A174YQR8	1	0	0	0	0	1	1	0	1
UniRef90_A0A174YRY3	0	0	1	0	0	0	0	0	0
UniRef90_A0A174YSV0	1	0	1	0	1	0	1	0	0
UniRef90_A0A174YT37	1	0	0	0	0	1	1	0	1
UniRef90_A0A174YUB4	0	0	0	0	0	0	1	1	1
UniRef90_A0A174YVT3	1	0	0	0	0	1	1	0	1
UniRef90_A0A174YX49	1	0	1	1	1	0	1	1	0
UniRef90_A0A174YXX4	0	1	0	0	0	0	0	0	0
UniRef90_A0A174YYT3	1	1	1	0	0	0	1	0	0
UniRef90_A0A174YZD3	0	0	0	1	0	0	1	0	0
UniRef90_A0A174Z1D1	1	1	1	1	1	1	1	1	1
UniRef90_A0A174Z312	0	1	1	1	1	0	1	1	1
UniRef90_A0A174Z3P7	1	0	1	1	0	1	1	0	1
UniRef90_A0A174Z407	1	1	1	1	1	1	1	1	1
UniRef90_A0A174Z481	1	0	1	1	1	0	0	1	0
UniRef90_A0A174Z4L1	0	1	1	0	0	0	1	0	1
UniRef90_A0A174Z629	1	1	1	1	1	1	1	1	1
UniRef90_A0A174Z671	0	1	1	0	0	0	0	0	0
UniRef90_A0A174Z6W2	1	1	1	1	1	1	1	1	1
UniRef90_A0A174ZB62	0	1	0	1	1	1	1	0	0
UniRef90_A0A174ZE38	1	0	0	1	0	0	1	1	1
UniRef90_A0A174ZER3	1	1	1	1	1	1	1	1	1
UniRef90_A0A174ZHE4	1	1	1	1	1	1	1	1	1
UniRef90_A0A174ZJF4	1	1	1	1	1	1	1	1	1
UniRef90_A0A174ZLH0	1	0	1	1	1	1	1	0	1
UniRef90_A0A174ZS82	0	0	0	0	0	0	1	1	1
UniRef90_A0A174ZSN8	1	0	1	1	1	1	1	1	0
UniRef90_A0A174ZVB4	0	0	1	1	0	1	0	0	1
UniRef90_A0A174ZXJ1	1	1	1	1	1	1	1	1	1
UniRef90_A0A174ZZ50	1	1	1	1	1	1	1	1	1
UniRef90_A0A175A576	0	1	1	1	1	1	0	1	1
UniRef90_A0A175A5X1	1	0	1	1	1	0	1	1	0
UniRef90_A0A175A5Y0	1	0	1	1	0	0	1	1	0
UniRef90_A0A175ABW1	0	1	0	1	1	1	1	1	0
UniRef90_A0A176U3W9	1	1	0	0	0	1	0	0	1
UniRef90_A0A176U4A7	0	0	1	0	0	1	1	0	1
UniRef90_A0A176U7G8	1	0	1	1	0	1	0	0	1
UniRef90_A0A176U8T2	1	1	1	1	1	1	1	0	1
UniRef90_A0A176U927	1	1	1	1	1	1	1	1	1
UniRef90_A0A176U9N3	1	1	1	1	1	1	1	1	1
UniRef90_A0A176UA43	1	1	1	1	1	1	1	1	1
UniRef90_A0A176UAD5	1	1	1	1	1	1	1	1	1
UniRef90_A0A176UAE5	1	1	1	1	1	1	1	1	1
UniRef90_A0A176UAS5	0	1	1	0	0	0	0	0	0
UniRef90_A0A176UAT8	1	1	1	1	0	1	1	0	0
UniRef90_A0A176UBZ7	1	1	1	1	1	1	1	0	0
UniRef90_A0A1B0FC93	0	0	1	1	1	0	1	0	1
UniRef90_A0A1C0BJR0	0	0	0	0	0	0	0	0	1
UniRef90_A0A1C5VWW6	1	1	1	1	1	1	1	1	1
UniRef90_A0A1C5XW61	1	1	1	1	1	1	1	1	1
UniRef90_A0A1C6GBE0	1	1	1	1	1	1	1	1	1
UniRef90_A0A1C7G6H0	1	0	1	0	1	0	1	0	0
UniRef90_A0A1C7GKY5	0	0	0	0	1	1	0	1	1
UniRef90_A0A1E3A9M3	1	1	1	1	0	1	1	1	1
UniRef90_A0A1E3AIV3	1	1	1	1	1	1	1	1	1
UniRef90_A0A1E3AQN5	0	1	1	0	0	0	0	0	0
UniRef90_A0A1E3U6T8	1	0	1	0	1	0	0	1	0
UniRef90_A0A1E3U6T9	1	0	1	0	1	0	1	0	0
UniRef90_A0A1E3U6U3	1	0	1	0	0	0	1	0	1
UniRef90_A0A1E3U6U4	1	0	0	0	1	1	1	0	0
UniRef90_A0A1E3U6V8	1	0	1	0	0	0	0	0	1
UniRef90_A0A1E3U6W4	1	0	0	0	1	0	0	0	0
UniRef90_A0A1E3U6W9	1	0	0	0	1	0	0	0	0
UniRef90_A0A1E3U700	0	0	1	0	0	1	1	1	0
UniRef90_A0A1E3U755	1	1	1	1	1	1	1	1	1
UniRef90_A0A1E3U8B5	1	1	1	0	0	1	1	1	0
UniRef90_A0A1E3UFT6	1	1	1	0	0	1	0	0	0
UniRef90_A0A1E3UG00	0	1	1	0	0	0	0	0	0
UniRef90_A0A1L5KG17	1	1	1	1	1	1	1	0	1
UniRef90_A0A1L5KHI6	1	1	0	1	1	1	1	1	1
UniRef90_A0A1L5KKB2	1	1	1	1	1	1	1	1	1
UniRef90_A0A1L5KKC1	1	1	1	1	1	1	1	1	1
UniRef90_A0A1L5KLC7	1	1	1	1	1	1	1	1	1
UniRef90_A0A1L5KPI5	0	0	0	1	1	0	1	0	1
UniRef90_A0A1L5KPP5	1	1	1	1	1	0	1	0	0
UniRef90_A0A1L5KQG6	1	1	1	1	1	1	1	1	1
UniRef90_A0A1L5KWC4	1	1	1	1	1	1	1	1	1
UniRef90_A0A1L5KWS6	1	1	1	1	1	1	1	1	1
UniRef90_A0A1L5KWZ6	1	1	1	1	1	0	1	0	0
UniRef90_A0A1L5KXA0	1	1	1	1	1	1	1	1	1
UniRef90_A0A1L5KXQ2	1	1	1	1	1	1	1	1	1
UniRef90_A0A1L5L421	1	1	1	1	1	1	1	1	1
UniRef90_A0A1Q2C5Y4	1	1	1	1	1	1	0	0	1
UniRef90_A0A1Q2C605	1	0	1	1	0	1	1	0	1
UniRef90_A0A1Q2C635	0	1	1	1	1	1	1	1	1
UniRef90_A0A1Q2C652	1	1	1	1	1	1	1	1	1
UniRef90_A0A1Q2C6B4	0	0	0	1	1	1	1	1	0
UniRef90_A0A1Q6PH87	1	0	0	0	1	1	1	0	0
UniRef90_A0A1Q6PHC7	1	0	0	0	1	1	1	0	0
UniRef90_A0A1Q6PHK9	1	0	0	0	0	0	0	0	0
UniRef90_A0A1Q6PI11	0	1	0	1	0	0	1	0	0
UniRef90_A0A1Q6PII6	0	0	0	0	0	0	0	0	1
UniRef90_A0A1Q6PIL3	1	0	0	0	0	0	0	0	0
UniRef90_A0A1Q6PIN2	0	0	0	0	0	0	0	1	0
UniRef90_A0A1Q6PIU2	1	0	0	0	1	1	1	1	1
UniRef90_A0A1Q6PIW9	1	1	1	1	1	1	1	1	1
UniRef90_A0A1Q6PIX8	1	1	1	1	1	1	1	1	1
UniRef90_A0A1Q6PJ09	1	1	1	1	1	1	1	1	1
UniRef90_A0A1Q6PJ18	1	1	1	1	1	1	1	1	1
UniRef90_A0A1Q6PJ42	1	0	0	0	0	0	0	0	0
UniRef90_A0A1Q6PJ77	1	1	1	1	1	1	1	1	1
UniRef90_A0A1Q6PJ99	1	1	1	1	1	1	1	1	1
UniRef90_A0A1Q6PKL3	0	1	0	1	1	1	1	0	0
UniRef90_A0A1Q6PR27	0	0	1	0	0	0	0	0	0
UniRef90_A0A1Q6QDB7	1	0	1	1	1	0	0	0	1
UniRef90_A0A1Q6QQ58	1	0	1	1	0	1	1	1	0
UniRef90_A0A1Q6T9B8	1	1	1	1	1	1	1	1	1
UniRef90_A0A1Q6T9Q4	1	1	1	1	1	1	1	1	1
UniRef90_A0A1Q6TFB4	1	0	0	0	0	1	1	0	1
UniRef90_A0A1R7JGV1	1	1	1	1	1	1	1	1	1
UniRef90_A0A1T4IYP2	1	1	1	1	0	0	1	0	0
UniRef90_A0A1T4IYP4	0	0	1	0	0	0	0	0	0
UniRef90_A0A1T4IYQ1	0	0	1	0	0	0	0	0	0
UniRef90_A0A1T4IYQ5	0	0	1	0	0	0	0	0	0
UniRef90_A0A1T4IYR2	0	0	1	0	0	0	0	0	0
UniRef90_A0A1T4IYR6	0	0	1	0	0	0	0	0	0
UniRef90_A0A1T4IYS9	0	0	1	0	0	0	0	0	0
UniRef90_A0A1T4IYT5	0	0	0	1	1	1	0	0	0
UniRef90_A0A1T4IYU2	0	1	0	1	1	1	0	0	1
UniRef90_A0A1T4IYU7	0	0	1	0	0	0	0	0	0
UniRef90_A0A1T4IYW1	1	0	0	0	0	0	0	0	1
UniRef90_A0A1T4IYW2	1	0	0	0	0	0	0	0	0
UniRef90_A0A1T4IYW3	0	1	0	1	1	1	0	0	1
UniRef90_A0A1T4IYY1	0	1	1	1	1	0	0	0	1
UniRef90_A0A1T4IYZ1	0	0	0	1	1	0	0	0	1
UniRef90_A0A1V0P653	0	0	0	0	0	0	1	0	0
UniRef90_A0A1Y4MKN9	1	1	1	0	0	1	0	1	0
UniRef90_A0A1Y4MUD3	1	1	1	1	1	1	1	1	1
UniRef90_A0A227LKQ5	1	1	1	1	1	1	1	0	1
UniRef90_A0A285PPJ6	1	1	1	1	1	1	1	1	1
UniRef90_A0A285PPQ3	1	1	1	1	1	1	1	1	1
UniRef90_A0A285PRD6	1	0	1	1	1	1	1	1	0
UniRef90_A0A285PS72	1	0	1	1	1	1	0	1	0
UniRef90_A0A285PSJ2	1	0	1	1	0	0	0	0	0
UniRef90_A0A285PTY8	1	1	1	1	1	1	1	0	1
UniRef90_A0A285PU16	1	0	0	0	1	0	1	0	0
UniRef90_A0A285PU60	1	1	1	1	1	1	0	0	1
UniRef90_A0A285PUD9	1	1	1	1	1	0	1	1	0
UniRef90_A0A285PUH3	0	1	1	1	1	1	1	0	0
UniRef90_A0A285PUH6	1	1	1	1	0	0	1	1	0
UniRef90_A0A285PVK1	1	0	0	1	0	0	1	1	0
UniRef90_A0A285PVQ3	1	1	1	1	0	0	1	1	0
UniRef90_A0A288WFV6	1	1	1	1	1	1	1	1	1
UniRef90_A0A291TAF8	1	1	1	1	0	1	0	0	0
UniRef90_A0A2A6ZSN0	1	1	1	1	1	0	1	1	1
UniRef90_A0A2A7A3R9	1	1	1	1	1	1	1	1	1
UniRef90_A0A2A7AB72	0	0	0	0	1	1	0	1	0
UniRef90_A0A2A7ABD3	1	0	0	0	1	1	0	1	1
UniRef90_A0A2A7ABF4	0	0	0	0	0	1	0	1	0
UniRef90_A0A2A7ABN9	0	0	0	0	1	1	0	1	1
UniRef90_A0A2A7ABQ6	1	0	0	0	1	1	1	1	1
UniRef90_A0A2A7ABY3	0	0	0	1	1	1	0	1	0
UniRef90_A0A2A7AC15	1	0	1	1	1	0	1	1	0
UniRef90_A0A2A7ACZ7	1	0	0	1	1	1	1	1	0
UniRef90_A0A2A7ADF2	1	1	1	1	1	1	1	1	1
UniRef90_A0A2A7B1F9	0	0	1	0	0	0	0	0	0
UniRef90_A0A2A7B4K8	1	0	1	0	0	0	0	0	0
UniRef90_A0A2A7BGF0	1	0	0	0	0	1	1	0	0
UniRef90_A0A2A7BHU0	1	1	1	1	1	1	1	1	1
UniRef90_A0A2I7ZEY3	1	1	1	1	1	1	1	1	1
UniRef90_A0A2J4JQN7	0	0	1	1	1	1	1	0	0
UniRef90_A0A2K9JGM9	1	1	0	0	1	0	1	0	1
UniRef90_A0A2N5NEU8	0	1	0	1	1	1	1	1	1
UniRef90_A0A2N5NJQ6	1	1	1	0	0	1	1	0	1
UniRef90_A0A2N5NP30	1	1	1	1	1	1	1	1	1
UniRef90_A0A2N5NQ44	1	0	1	1	1	1	1	0	0
UniRef90_A0A2N5NQ45	0	0	1	1	0	0	1	0	0
UniRef90_A0A2N5NWD5	1	1	1	1	1	1	1	1	1
UniRef90_A0A2N5NXI3	0	0	1	1	1	0	1	0	0
UniRef90_A0A2N5NXW5	1	1	1	1	1	1	1	1	1
UniRef90_A0A2N5P2T7	1	1	1	1	1	1	1	1	1
UniRef90_A0A2N5PDN2	1	0	1	0	1	1	0	0	1
UniRef90_A0A2N5PJM6	1	1	1	1	1	1	1	1	1
UniRef90_A0A2N5PLB9	1	0	0	0	0	0	0	0	0
UniRef90_A0A2N5PV80	1	0	0	1	0	0	1	1	1
UniRef90_A0A2U2ECN6	1	0	1	0	1	0	1	1	1
UniRef90_A0A2U2ECP3	0	0	0	0	0	0	0	0	1
UniRef90_A0A2U2ECP4	0	0	0	0	0	0	0	0	1
UniRef90_A0A2U2ECP6	1	0	0	1	1	1	1	1	1
UniRef90_A0A2U2ECQ1	1	0	0	0	0	0	0	0	0
UniRef90_A0A2U2ECQ4	1	1	1	1	1	1	1	1	1
UniRef90_A0A2U2ECQ5	1	0	1	1	1	1	1	1	1
UniRef90_A0A2U2ECQ9	1	0	0	0	0	0	1	0	0
UniRef90_A0A2U2ECT1	0	0	0	0	0	0	0	0	1
UniRef90_A0A2U2ECT3	0	0	0	0	0	0	0	0	1
UniRef90_A0A2U2ECT4	1	1	1	0	0	0	1	0	0
UniRef90_A0A2U2ECT8	0	0	0	0	0	0	0	0	1
UniRef90_A0A2U2ECU0	0	0	0	0	1	0	0	0	0
UniRef90_A0A2U2ECU1	1	0	0	1	1	0	0	0	0
UniRef90_A0A2U2ECU2	0	0	0	0	0	0	0	1	1
UniRef90_A0A2U2ECU3	0	0	0	0	0	0	0	1	1
UniRef90_A0A2U2ECV3	1	0	0	0	0	0	0	0	0
UniRef90_A0A2U2ECV6	0	0	1	0	0	0	1	0	0
UniRef90_A0A2U2ECV9	1	0	1	0	1	0	0	0	0
UniRef90_A0A2U2ECW0	0	1	1	0	0	0	1	0	0
UniRef90_A0A2U2ECW4	0	0	0	0	0	0	1	0	1
UniRef90_A0A2U2ECW5	0	0	0	0	1	0	0	0	0
UniRef90_A0A2U2ECW9	1	0	0	0	0	0	1	0	0
UniRef90_A0A2U2ECX1	1	0	0	0	0	0	0	0	0
UniRef90_A0A2U2ED15	1	0	1	1	1	0	1	0	1
UniRef90_A0A2U2ED24	0	1	0	0	1	1	0	1	1
UniRef90_A0A2U2ED32	1	1	1	0	1	1	1	1	1
UniRef90_A0A2U2ED38	0	0	1	1	0	1	1	1	1
UniRef90_A0A2U2ED43	1	1	1	1	1	1	1	1	1
UniRef90_A0A2U2ED50	0	0	1	1	1	1	1	1	1
UniRef90_A0A2U2ED58	1	1	1	1	1	1	1	1	1
UniRef90_A0A2U2ED62	1	0	0	0	0	0	0	0	0
UniRef90_A0A2U2ED67	0	1	0	0	0	0	0	0	1
UniRef90_A0A2U2ED71	0	0	0	0	0	0	0	0	1
UniRef90_A0A2U2ED72	0	1	0	0	0	0	0	0	1
UniRef90_A0A2U2ED74	1	1	0	1	1	1	1	0	1
UniRef90_A0A2U2ED93	0	0	0	0	0	0	0	0	1
UniRef90_A0A2U2EDA7	0	0	0	0	0	0	0	0	1
UniRef90_A0A2U2EDC1	1	0	1	0	1	0	0	0	0
UniRef90_A0A2U2EDC9	0	1	1	1	1	1	1	1	1
UniRef90_A0A2U2EDD2	1	1	1	1	0	1	1	0	1
UniRef90_A0A2U2EDI4	1	1	1	1	1	1	1	1	1
UniRef90_A0A2U2EDK9	0	0	0	0	1	0	0	0	0
UniRef90_A0A2U2EDL1	0	0	0	0	1	0	0	0	0
UniRef90_A0A2U2EDL4	1	1	1	1	1	1	1	1	1
UniRef90_A0A2U2EDL5	0	1	0	0	0	0	0	0	1
UniRef90_A0A2U2EDM1	0	0	0	1	0	1	1	1	1
UniRef90_A0A2U2EDP6	0	1	1	0	1	1	1	1	1
UniRef90_A0A2U2EDQ6	0	0	0	0	0	0	0	0	1
UniRef90_A0A2U2EDS1	0	1	1	0	1	1	1	1	1
UniRef90_A0A2U2EDS3	0	0	0	0	0	1	1	1	0
UniRef90_A0A2U2EDT9	0	0	0	0	0	0	0	1	0
UniRef90_A0A2U2EDV4	0	1	0	0	0	0	1	0	1
UniRef90_A0A2U2EDV7	1	1	1	1	1	1	1	1	1
UniRef90_A0A2U2EDW8	1	1	1	1	1	1	1	1	1
UniRef90_A0A2U2EDX6	0	0	0	0	0	0	0	0	1
UniRef90_A0A2U2EDX8	0	0	0	0	0	0	0	0	1
UniRef90_A0A2U2EDY7	0	0	0	0	0	0	0	0	1
UniRef90_A0A2U2EDZ0	0	0	0	0	0	0	0	0	1
UniRef90_A0A2U2EDZ1	1	1	1	1	1	1	1	1	1
UniRef90_A0A2U2EE06	0	0	0	0	1	0	0	0	1
UniRef90_A0A2U2EE16	0	0	0	0	1	0	0	0	1
UniRef90_A0A2U2EE19	1	1	1	1	1	1	1	0	1
UniRef90_A0A2U2EE42	0	0	0	0	0	0	1	0	0
UniRef90_A0A2U2EE48	0	0	1	0	0	0	0	0	1
UniRef90_A0A2U2EE51	0	0	0	0	0	0	1	0	0
UniRef90_A0A2U2EE58	0	0	0	1	0	0	1	0	0
UniRef90_A0A2U2EE71	1	1	1	1	1	1	1	1	1
UniRef90_A0A2U2EE88	1	1	1	1	1	1	1	1	1
UniRef90_A0A2U2EED4	1	1	1	1	1	1	1	1	1
UniRef90_A0A2U2EEF3	1	0	1	0	0	1	1	1	1
UniRef90_A0A2U2EEF4	0	0	0	0	1	0	0	0	1
UniRef90_A0A2U2EEF5	1	1	1	1	1	1	1	1	1
UniRef90_A0A2U2EEG9	0	0	0	1	0	0	1	0	0
UniRef90_A0A2U2EEK9	0	1	1	1	1	1	1	0	1
UniRef90_A0A2U2EEL1	0	0	1	0	0	0	1	0	0
UniRef90_A0A2U2EEL4	0	0	1	0	0	1	1	0	0
UniRef90_A0A2U2EEM2	0	0	0	1	0	0	1	0	0
UniRef90_A0A2U2EEM3	1	0	0	0	0	0	0	0	0
UniRef90_A0A2U2EEM5	0	0	0	0	1	0	0	0	0
UniRef90_A0A2U2EEN1	1	1	1	1	1	1	1	1	1
UniRef90_A0A2U2EEN8	0	1	0	0	0	0	0	0	0
UniRef90_A0A2U2EEQ5	0	0	1	0	0	0	1	0	0
UniRef90_A0A2U2EES3	0	0	1	0	0	0	1	0	0
UniRef90_A0A2U2EEW3	1	1	1	1	1	1	1	1	1
UniRef90_A0A2U2EEX6	1	1	1	1	0	1	1	1	0
UniRef90_A0A2U2EEZ2	0	1	0	0	1	0	1	0	1
UniRef90_A0A2U2EF33	1	1	1	1	1	0	1	0	1
UniRef90_A0A2U2EF36	1	1	1	1	1	1	1	1	1
UniRef90_A0A2U2EF38	0	1	0	0	1	0	1	0	1
UniRef90_A0A2U2EF54	0	0	0	0	0	0	0	1	0
UniRef90_A0A2U2EF55	0	0	0	0	0	0	0	1	0
UniRef90_A0A2U2EF61	0	0	1	0	0	0	1	0	0
UniRef90_A0A2U2EF77	0	1	0	0	0	0	0	1	0
UniRef90_A0A2U2EF79	1	0	0	0	0	0	0	1	0
UniRef90_A0A2U2EF81	1	1	0	1	1	1	1	1	0
UniRef90_A0A2U2EF82	0	1	0	0	0	0	0	0	0
UniRef90_A0A2U2EFC7	0	0	0	0	0	1	0	0	0
UniRef90_A0A2U2EFE8	0	0	0	0	0	1	0	0	0
UniRef90_A0A2U2EFK8	1	1	1	1	1	1	1	1	1
UniRef90_A0A2U2EFM0	0	0	0	0	0	0	0	0	1
